text,is_retweet,From Iphone,From Media Studio,Crude Oil 5 Minutes,Crude Oil 30 Minutes,Crude Oil 12 Hours,Gold 5 Minutes,Gold 30 Minutes,Gold 12 Hours,USD Index 5 Minutes,USD Index 30 Minutes,USD Index 12 Hours
The story by Axios that President Trump wanted to blow up large hurricanes with nuclear weapons prior to reaching shore is ridiculous. I never said this. Just more FAKE NEWS!,0,1,0,1,-1,-1,0,1,-1,1,1,1
Great respect for the fact that President Xi his Representatives want  calm resolution.  So impressed that they are willing to come out state the facts so accurately. This is why he is a great leader representing a great country. Talks are continuing!,0,1,0,1,-1,-1,-1,1,-1,1,-1,1
Very productive meeting with Angela Merkel the Chancellor of the Federal Republic of Germany at the #G7Summit in Biarritz France!,0,1,0,1,-1,1,1,-1,-1,1,-1,1
Just wrapped up a great meeting with my friend Prime Minister @NarendraModi of India at the #G7Summit in Biarritz France!,0,1,0,-1,-1,-1,1,-1,-1,-1,1,1
I agree 100%!,0,1,0,-1,1,1,1,1,1,-1,-1,-1
Thank you Mark!,0,1,0,0,1,1,0,1,1,1,-1,-1
Just returned to Washington from France and the very successful G-7 only to find that the Fake News is still trying to perpetuate the phony story that I wanted to use Nuclear weapons to blow up hurricanes before they reach shore. This is so ridiculous never happened!,0,1,0,-1,-1,1,-1,-1,1,-1,-1,1
Starting to look good for the highly respected Prime Minister of the Italian Republic Giuseppi Conte. Represented Italy powerfully at the G-7. Loves his Country greatly works well with the USA. A very talented man who will hopefully remain Prime Minister!,0,1,0,1,1,1,-1,-1,-1,-1,1,1
I have gotten to know President @jairbolsonaro well in our dealings with Brazil. He is working very hard on the Amazon fires and in all respects doing a great job for the people of Brazil - Not easy. He and his country have the full and complete support of the USA!,0,1,0,-1,1,1,-1,-1,-1,1,1,1
Starting to look good for the highly respected Prime Minister of the Italian Republic Giuseppe Conte. Represented Italy powerfully at the G-7. Loves his Country greatly works well with the USA. A very talented man who will hopefully remain Prime Minister!,0,1,0,1,1,1,-1,-1,-1,1,1,1
No bedbugs at Doral. The Radical Left Democrats upon hearing that the perfectly located (for the next G-7) Doral National MIAMI was under consideration for the next G-7 spread that false and nasty rumor. Not nice!,0,1,0,1,0,1,0,-1,-1,1,1,1
The G-7 was a great success for the USA and all. LameStream Media coverage bore NO relationship to what actually happened in France - FAKE NEWS. It was GREAT!,0,1,0,1,-1,1,-1,-1,-1,1,1,1
Wow! Yet another big storm heading to Puerto Rico. Will it ever end? Congress approved 92 Billion Dollars for Puerto Rico last year an all time record of its kind for  anywhere.,0,1,0,1,1,1,1,1,-1,1,-1,1
100% Confirmed!,0,1,0,1,1,1,-1,1,-1,-1,-1,1
Messy. John Kerry s son cut business ties with Hunter Biden over Ukrainian oil deal,1,1,0,1,1,1,0,-1,-1,-1,-1,1
The Federal Reserve loves watching our manufacturers struggle with their exports to the benefit of other parts of the world. Has anyone looked at what almost all other countries are doing to take advantage of the good old USA? Our Fed has been calling it wrong for too long!,0,1,0,1,1,1,-1,-1,-1,1,-1,1
.@JudgeJeanine Pirro is following up her #1 Best Seller with another book that is destined to also be #1    Radicals Resistance and Revenge: The Left's Plot to Remake America.  Out today go get it!,0,1,0,-1,-1,1,1,-1,1,1,1,1
Looking forward to being with Dan Bishop in two weeks in North Carolina. His opponent believes in Open Borders and Sanctuary Cities and won t protect your Second Amendment!,0,1,0,0,1,1,0,-1,-1,1,1,1
The G7 in France was so successful and yet when I came back and read the Corrupt and Fake News and watched numerous networks it was not even recognizable from what actually took place at the Great G7 event!,0,1,0,0,1,1,1,-1,-1,1,0,1
It is amazing that I can be at 51% with Zogby when the Fake Corrupt News is almost 100% against me. Great job Mr. President!,0,1,0,1,1,1,1,-1,-1,-1,-1,1
They do stories so big on Elizabeth  Pocahontas  Warren s crowd sizes adding many more people than are actually there and yet my crowds which are far bigger get no coverage at all. Fake News!,0,1,0,-1,0,1,-1,-1,-1,1,-1,1
Axios (whatever that is) sat back and said GEEEEE let s see what can we make up today to embarrass the President? Then they said  why don t we say he wants to bomb a hurricane that should do it!  The media in our Country is totally out of control!,0,1,0,-1,0,1,1,1,1,1,1,1
Can you believe it? I m at 94% approval in the Republican Party and have Three Stooges running against me. One is  Mr. Appalachian Trail  who was actually in Argentina for bad reasons....,0,1,0,1,1,1,0,-1,1,1,1,1
Can you believe it? I m at 94% approval in the Republican Party and have Three Stooges running against me. One is  Mr. Appalachian Trail  who was actually in Argentina for bad reasons....,0,1,0,1,1,1,-1,-1,1,1,1,1
....Another is a one-time BAD Congressman from Illinois who lost in his second term by a landslide then failed in radio. The third is a man who couldn t stand up straight while receiving an award. I should be able to take them!,0,1,0,1,1,1,-1,-1,1,1,1,1
A made up Radical Left Story about Doral bedbugs but Bret Stephens is loaded up with them! Been calling me wrong for years along with the few remaining Never Trumpers - All Losers!,0,1,0,-1,-1,1,1,1,1,1,-1,1
The infestation of bedbugs at The New York Times office  @OANN  was perhaps brought in by lightweight journalist Bret Stephens a Conservative who does anything that his bosses at the paper tell him to do! He is now quitting Twitter after being called a  bedbug.  Tough guy!,0,1,0,1,-1,-1,-1,-1,1,-1,-1,1
So interesting to read and see all of the free and interesting advice I am getting on China from people who have tried to handle it before and failed miserably - In fact they got taken to the cleaners. We are doing very well with China. This has never happened to them before!,0,1,0,-1,-1,-1,1,-1,1,1,1,1
We are tracking closely tropical storm Dorian as it heads as usual to Puerto Rico. FEMA and all others are ready  and will do a great job. When they do let them know it and give them a big Thank You - Not like last time. That includes from the incompetent Mayor of San Juan!,0,1,0,0,-1,-1,-1,-1,1,1,-1,1
Would be very hard for Jeremy Corbyn the leader of Britain s Labour Party to seek a no-confidence vote against New Prime Minister Boris Johnson especially in light of the fact that Boris is exactly what the U.K. has been looking for will prove to be  a great one!  Love U.K.,0,1,0,-1,-1,-1,1,1,1,-1,1,1
Just watched @FoxNews heavily promoting the Democrats through their DNC Communications Director spewing out whatever she wanted with zero pushback by anchor @SandraSmithFox. Terrible considering that Fox couldn t even land a debate the Dems give them NOTHING! @CNN @MSNBC....,0,1,0,1,1,-1,1,1,1,-1,1,1
....are all in for the Open Border Socialists (or beyond). Fox hires  give Hillary the questions  @donnabrazile Juan Williams and low ratings Shep Smith. HOPELESS CLUELESS! They should go all the way LEFT and I will still find a way to Win - That s what I do Win. Too Bad!....,0,1,0,1,1,-1,1,1,1,-1,1,1
....I don t want to Win for myself I only want to Win for the people. The New @FoxNews is letting millions of GREAT people down! We have to start looking for a new News Outlet. Fox isn t working for us anymore!,0,1,0,-1,1,-1,1,0,1,1,1,1
Our Federal Reserve cannot  mentally  keep up with the competition - other countries. At the G-7 in France all of the other Leaders were giddy about how low their Interest Costs have gone. Germany is actually  getting paid  to borrow money - ZERO INTEREST PLUS! No Clue Fed!,0,1,0,-1,-1,-1,1,1,1,1,1,-1
Puerto Rico is one of the most corrupt places on earth. Their political system is broken and their politicians are either Incompetent or Corrupt. Congress approved Billions of Dollars last time more than anyplace else has ever gotten and it is sent to Crooked Pols. No good!....,0,1,0,1,1,-1,-1,-1,1,1,1,-1
....And by the way I m the best thing that s ever happened to Puerto Rico!,0,1,0,1,1,-1,-1,-1,1,1,1,-1
A sad day for the Democrats Kirsten Gillibrand has dropped out of the Presidential Primary. I m glad they never found out that she was the one I was really afraid of!,0,1,0,-1,1,1,1,-1,-1,-1,-1,1
The  Amazon Washington Post and @CNN just did a Fake Interview on Pardons for Aids on the Wall and that I didn t think the Wall on the Southern Border was that important to stop Illegals wanting to come into our Country. WRONG vitally important. Will make a BIG impact. So bad!,0,1,0,-1,-1,1,1,-1,-1,-1,1,1
There has never been a time in the history of our Country that the Media was so Fraudulent Fake or Corrupt! When the  Age of Trump  is looked back on many years from now I only hope that a big part of my legacy will be the exposing of massive dishonesty in the Fake News!,0,1,0,-1,1,1,1,-1,-1,1,1,1
During the last Administration the VA was removing Bibles even banning Christmas carols to be politically correct but un,1,1,0,1,0,1,1,1,-1,-1,1,1
Look what [@realDonaldTrump] did with Japan at the G7. This is a huge trade agreement he secured with them  agriculture beef bu,1,1,0,-1,-1,1,-1,1,-1,-1,1,1
Puerto Rico is in great shape with Hurricane Dorian taking a largely different route than anticipated. Thank you to FEMA first responders and all for working so hard being so well prepared. A great result! The bad news Florida get ready! Storm is building and will be BIG!,0,1,0,-1,1,1,-1,-1,-1,1,1,1
Hurricane Dorian looks like it will be hitting Florida late Sunday night. Be prepared and please follow State and Federal instructions it will be a very big Hurricane perhaps one of the biggest!,0,1,0,1,1,1,-1,-1,-1,1,1,1
Crazy Lawrence O Donnell who has been calling me wrong from even before I announced my run for the Presidency even being previously forced by NBC to apologize which he did while crying for things he said about me The Apprentice was again forced to apologize this time.....,0,1,0,1,1,1,1,1,-1,-1,1,1
....for the most ridiculous claim of all that Russia Russia Russia or Russian oligarchs co-signed loan documents for me a guarantee. Totally false as is virtually everything else he and much of the rest of the LameStream Media has said about me for years. ALL APOLOGIZE!,0,1,0,1,1,1,1,1,-1,-1,1,1
The totally inaccurate reporting by Lawrence O Donnell for which he has been forced by NBC to apologize is NO DIFFERENT than the horrible corrupt and fraudulent Fake News that I (and many millions of GREAT supporters) have had to put up with for years. So bad for the USA!,0,1,0,0,-1,1,-1,-1,-1,1,-1,1
The Economy is doing GREAT with tremendous upside potential! If the Fed would do what they should we are a Rocket upward!,0,1,0,-1,-1,1,-1,1,-1,1,-1,-1
The Farmers are going to be so happy when they see what we are doing for Ethanol not even including the E-15 year around which is already done. It will be a giant package get ready! At the same time I was able to save the small refineries from certain closing. Great for all!,0,1,0,1,-1,1,1,1,0,-1,-1,-1
Establishment of the U.S. Space Command!,0,1,0,-1,-1,-1,-1,1,1,1,1,1
There's an increasing chance for #Dorian to bring a triple-threat of dangers to the Florida east coast... life-threatening storm,1,1,0,0,1,-1,-1,-1,1,-1,1,-1
General Motors which was once the Giant of Detroit is now one of the smallest auto manufacturers there. They moved major plants to China BEFORE I CAME INTO OFFICE. This was done despite the saving help given them by the USA. Now they should start moving back to America again?,0,1,0,1,1,1,-1,-1,-1,-1,1,-1
An idea liked by many?,0,1,0,1,1,1,-1,-1,-1,1,1,-1
Agreed @SenTedCruz @taxreformer. We re not tired of all this winning. @realdonaldtrump should boost our already winning,1,1,0,-1,1,1,1,-1,-1,1,1,-1
"""What we",1,1,0,-1,1,1,-1,-1,-1,1,1,-1
Club for Growth president David McIntosh defends his organization's support for President Trump despite the trade,1,1,0,-1,1,1,-1,-1,-1,1,1,-1
The disastrous IG Report on James Comey shows in the strongest of terms how unfairly I and tens of millions of great people who support me were treated. Our rights and liberties were illegally stripped away by this dishonest fool. We should be given our stolen time back?,0,1,0,-1,1,0,-1,-1,-1,-1,1,-1
The fact that James Comey was not prosecuted for the absolutely horrible things he did just shows how fair and reasonable Attorney General Bill Barr is. So many people and experts that I have watched and read would have taken an entirely different course. Comey got Lucky!,0,1,0,-1,-1,-1,-1,-1,-1,1,1,-1
Bryan Dean Wright former CIA Officer(Dem):  In 2016 we had a Coup. We have to take Comey and others to task. Makes no sense not to prosecute him. Comey got a book deal. I fear for my Country. He tried to kneecap our duly elected president and there are no consequences.  @foxFs,0,1,0,0,-1,-1,1,-1,-1,1,1,-1
The Euro is dropping against the Dollar  like crazy  giving them a big export and manufacturing advantage...and the Fed does NOTHING! Our Dollar is now the strongest in history. Sounds good doesn t it? Except to those (manufacturers) that make product for sale outside the U.S.,0,1,0,1,-1,1,-1,1,1,1,-1,-1
....We don t have a Tariff problem (we are reigning in bad and/or unfair players) we have a Fed problem. They don t have a clue!,0,1,0,1,-1,1,-1,1,1,1,-1,-1
If the Fed would cut we would have one of the biggest Stock Market increases in a long time. Badly run and weak companies are smartly blaming these small Tariffs instead of themselves for bad management...and who can really blame them for doing that? Excuses!,0,1,0,-1,-1,1,1,1,1,-1,-1,-1
"Watch as the eye of #HurricaneDorian2019 begins to form in this 1-minute visible loop from NOAA's #GOESEast. ""Dangerous",1,1,0,1,1,1,0,-1,-1,-1,1,-1
Prepare today and stay informed as #Dorian approaches.   Follow @Readygov for information on how to prepare and visit,1,1,0,1,1,1,0,-1,-1,1,1,1
We hold that legislative prayer is government speech not open to attack via those channels.  Third Circuit Court of Appeals.  Lou that s why this next Election is so important the soul of America. They want to take religion out of American lives. Thank God for judges like....,0,1,0,0,1,-1,-1,-1,1,1,1,1
.....this (Judge Thomas Ambro Majotity Opinion) and thank God for a President like Donald J. Trump who will appoint judges like this. He will soon have appointed 180 new Federal Judges not even including two great new Supreme Court Justices.  @robertjeffress @LouDobbs,0,1,0,0,1,-1,-1,-1,1,1,1,1
Hurricane Watches Expanded Northward Along the East Coast to the Florida/Georgia Border. Here are the 11 PM EDT 09/01 Key,1,1,0,1,-1,-1,-1,-1,1,-1,1,1
Eye of Dorian Wobbling over Grand Bahama Island.,1,1,0,1,1,1,1,1,-1,1,-1,1
Here are the 5 AM Monday September 2 Key Messages for Hurricane #Dorian. Life-threatening storm surge and hurricane-forc,1,1,0,1,1,1,1,1,-1,1,-1,1
Category 5 Dorian Continues to Have Devastating Impacts On Grand Bahama Island.,1,1,0,1,1,1,-1,1,-1,1,-1,1
